,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
6078,6079,Hexa Advanced Germ Protection Bathing Soap,Beauty & Hygiene,Bath & Hand Wash,Savlon,102.0,102.0,Bathing Bars & Soaps,4.2,"Savlon presents the Savlon Hexa Advanced soap. Savlon Hexa Advanced soap addresses your need for germ protection in keeping up with the times. The soap offers protection against viruses and bacteria* and helps keep you protected. Use Savlon Hexa Advanced soap, with Hexa Pro Power and protect your family from 99.99% germs.* Bring home Savlon's protection. Basis lab study on H1N1 Virus and Rotavirus. Washes away germs.
*Basis lab study on Sample Microbes. Washes away germs."
6108,6109,Original Neem Soap,Beauty & Hygiene,Bath & Hand Wash,Margo,200.0,240.0,Bathing Bars & Soaps,4.3,"Margo is an established Neem soap launched in the year 1920. Over the years the brand has delivered on its promise of giving a clear, problem-free beautiful skin. Margo is a household name in India and represents a heritage that has been passed from generation to generation. It is regarded as the ultimate Neem soap and is often used as a synonym to Neem Soaps by consumers across India. The brand has traversed the journey of 98 years successfully. The brand was endorsed by leading celebrities over the years. Neem a natural source of therapeutic benefits has been scientifically proven to be amazingly effective for skincare.Margo Original Neem is made from 100% Original Neem through a unique procedure ensuring the therapeutic benefits of Neem are retained. It is infused with Vitamin E for added moisturising. Its anti-bacterial action deep cleanses and protects your skin, giving it the care it deserves. With a combination of medicinal & beauty benefits along with the goodness of 1000 neem leaves. Margo Original Neem is a healer + cosmetician, with moisturising properties, without any side effects."
6147,6148,Neem & Lemon Bathing Soap,Beauty & Hygiene,Bath & Hand Wash,INATUR ,160.0,200.0,Bathing Bars & Soaps,4.6,"Inatur bathing bars are sulfate-free, 100% natural and 100% soap-free.  PH balanced bathing bar is enriched with Olive oil, Glycerin, Shea butter, Sunflower oil, Neem extracts and Lemon extracts that deeply cleanses your body, leaving you feeling refreshed. It removes any kind of impurity from the skin and soothes allergies. It has a pleasant and lingering fragrance."
6357,6358,Lemon & Tea Tree Oil Soap,Beauty & Hygiene,Bath & Hand Wash,Liril,180.0,180.0,Bathing Bars & Soaps,4.3,"The new Liril soap, with its active ingredients like tea tree oil and lemon extract, gives you a freshness that lasts longer. The soap gives you a fragrance which not only lasts the day long but also keeps your skin healthy. This soap ensures that your skin gets the best care and stays fresh. It effectively removes germs and grime from your skin and keeps it well sanitised throughout the day, at the very same time, this soap also ensures that not only your skin retains its natural moisture but also maintains its oil balance. The lemon and tea tree oil ingredients in this soap give you a thick lather which lends a sense of freshness after every shower and makes bathing an enjoyable experience. This soap has been consistent in bringing alive freshness and it lasts for a long time and is a great choice for a daily refreshing shower!Buy the new Liril Soap in a 75 gm bar now, right here!"
6404,6405,Clear Glycerine Soap - Deep Hydration (Lakshadi Oil & Aloe Vera),Beauty & Hygiene,Bath & Hand Wash,Medimix,40.0,40.0,Bathing Bars & Soaps,4.3,"Medimix Clear Glycerin-Deep Hydration is meant for people with dry skin. It assists energize the skin, keeping it supple, agile and moisturized. It holds the exclusive blend of lakshadi oil, aloe-vera and glycerine which assists lock-in moisture and thereby maintaining it hydrated. It makes your skin smile.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
6440,6441,Purifying Turmeric Soap,Beauty & Hygiene,Bath & Hand Wash,Lever Ayush,180.0,180.0,Bathing Bars & Soaps,4.3,"Lever Ayush Purifying Turmeric soap is formulated with 5000 years of Ayurvedic wisdom to give you clear and glowing skin. It contains the goodness of Turmeric (Haldi) & Nalpamaradi Tailam. Turmeric (Haldi) is prescribed in Ayurveda for purification and well known for its antiseptic and healing properties. Nalpamaradi Tailam is a classical oil formulated with various effective ingredients such as Vetiver, Peepal and Amla to cure skin infections & rashes, leaving your skin clear and glowing. The Ayush range of products has been carefully crafted with authentic recipes and processes prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients are consciously picked at a certain time of the day when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Aloe Vera, Neem and Rock Salt have been used to formulate products that address our most worrying beauty problems. At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lie in the 5000-year-old Ayurvedic granthas, that prescribe the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to make products that use the right ingredients to make them unique and incredibly effective."
6455,6456,Soap - Neem & Turmeric,Beauty & Hygiene,Bath & Hand Wash,Himalaya,54.1,60.0,Bathing Bars & Soaps,4.3,"Himalaya Protecting Neem and Turmeric soap improved with oils of Neem that protects skin due to its antibacterial activities; Lemon that energizes and keeps skin due to its antiseptic activities and Turmeric nourishes, recovers complexion and its antiseptic activities protect the skin.For Beauty tips, tricks & more visit https://bigbasket.blog/"
6526,6527,Pure & Gentle Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,236.0,275.0,Bathing Bars & Soaps,4.3,"There's nothing like knowing that your skin is soft, smooth and glowing. With the right products, you can have that feeling every single day, starting with your cleansing routine. Pears understands this and brings to you its heritage product - the original glycerine soap, Pears Pure & Gentle Bathing Bar. With 100% more glycerine, Pears Pure & Gentle mild soap bar, cleanses your skin for visibly glowing, brighter skin, every time you shower. This bathing bar with glycerine helps preserve the moisture of your skin and keeps it soft, smooth and glowing. Pears' gentle formula has 0% Parabens and is mild on the skin. Pears Soap Bar also helps wash away germs. Just rub the Pears bar between your hands and massage rich creamy lather over your face and body before rinsing away thoroughly. Pat dry. For best results, use twice a day, morning and evening. Pears Pure & Gentle Bathing Bar is packed in 100% recyclable cartons, our initiative towards being environmentally friendly. Explore the entire range of Pears Pure & Gentle Body Wash & Liquid Hand Wash that are 100% soap Free, pH balanced and dermatologically tested. Add the Pears Range to your beauty regime to see for yourself."
6740,6741,Lily Of The Valley Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Organic Harvest,157.5,175.0,Bathing Bars & Soaps,4.4,"This Lily Of The Valley Bathing Bar prevents overtly dry skin to ensure one has a normal level of oil production throughout the day. This amazing bar will deep cleanse and moisturise the skin. Also, it will make you feel fresh and leaves the skin feeling cool."
6873,6874,Anti Bacterial Soap,Beauty & Hygiene,Bath & Hand Wash,Hygienix,94.83,104.0,Bathing Bars & Soaps,4.2,"Fight the toughest germs with hygienix germ-protection soap! This is equipped with 99.9% germ - protection formula, hygienix protects you from disease-causing bacteria. Anti-bacterial soap is very effective in killing germs and keeping you and your family safe from diseases. Using Anti-bacterial soap regularly will keep you healthy and protected from various diseases. The promise of Hygienix is here to keep you healthy. Hygienix comes from the house of Wipro, one of Indias leading conglomerates that has been serving India for decades."
6891,6892,Bathing Bar - Lemongrass & Basil,Beauty & Hygiene,Bath & Hand Wash,50ap,85.0,85.0,Bathing Bars & Soaps,4.6,"Lemongrass & Basil-a scent inspired by Lemongrass's earthy & energising effects combined with basil's rejuvenating effects & the added goodness of Aloe Vera. make bath timemore luxurious with our artisan range of handcrafted 50 AP bathing bars.  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/"
6948,6949,Pure & Gentle Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,40.0,40.0,Bathing Bars & Soaps,4.3,"There's nothing like knowing that your skin is soft, smooth and glowing. With the right products, you can have that feeling every single day, starting with your cleansing routine. Pears understands this and brings to you its heritage product - the original glycerine soap, Pears Pure & Gentle Bathing Bar. With 100% more glycerine, Pears Pure & Gentle mild soap bar, cleanses your skin for visibly glowing, brighter skin, every time you shower. This bathing bar with glycerine helps preserve the moisture of your skin and keeps it soft, smooth and glowing. Pears' gentle formula has 0% Parabens and is mild on the skin. Pears Soap Bar also helps wash away germs. Just rub the Pears bar between your hands and massage rich creamy lather over your face and body before rinsing away thoroughly. Pat dry. For best results, use twice a day, morning and evening. Pears Pure & Gentle Bathing Bar is packed in 100% recyclable cartons, our initiative towards being environmentally friendly. Explore the entire range of Pears Pure & Gentle Body Wash & Liquid Hand Wash that are 100% soap Free, pH balanced and dermatologically tested. Add the Pears Range to your beauty regime to see for yourself."
6963,6964,Fruity Soap Enriched with Narural Grape Extract,Beauty & Hygiene,Bath & Hand Wash,Harmony,35.0,35.0,Bathing Bars & Soaps,4.6,"For Beauty tips, tricks & more visit https://bigbasket.blog/"
7189,7190,Bathing Soap,Beauty & Hygiene,Bath & Hand Wash,Mysore Sandal,156.8,160.0,Bathing Bars & Soaps,4.3,"Mysore Sandal Soap is being used throughout the world for beneficial and softening the skin. This soap is finished from pure vegetable ingredients and contains Natural Mysore Sandalwood oil.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
7230,7231,Almond Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,66.5,70.0,Bathing Bars & Soaps,4.1,"Almond soap combines 100 % natural ingredients to restore the bodys water content. This nongreasy soap leaves skin soft, supple & toned."
7237,7238,Soap Bar - Lemon & Tea Tree Oil,Beauty & Hygiene,Bath & Hand Wash,Liril,35.0,35.0,Bathing Bars & Soaps,4.3,"The new Liril soap, with its active ingredients like tea tree oil and lemon extract gives you a freshness that lasts longer. The soap gives you a fragrance which last whole day long as well as keeps your skin healthy. This soap ensures that your skin gets the best care and stays fresh. It effectively removes germs and grime from your skin and keeps it well sanitized throughout the day. At the very same time, this soap also ensures that not only your skin retains its natural moisture but also maintains its oil balance. The lemon and tea tree oil ingredients in this soap gives you a thick lather which lends a sense of freshness after every shower and makes bathing an enjoyable experience. This soap has been consistent in bringing alive freshness. This soap also lasts for a long time and is a great choice for a daily refreshing shower! Buy the new Liril Soap in a 75 gm bar now, right here! 
Features & Benefits- 
• It gives you fresh skin
• It keeps your skin well sanitized
• Removes germs and grime from your skin
• It gives you long lasting fragrance
• It moisturizes your skin 
• It maintains the oil balance of the skin  For Beauty tips, tricks & more visit https://bigbasket.blog/"
7355,7356,Bathing Soap - Lime & Aloe Vera,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,106.72,116.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Lime and Aloe Vera soap has a dash of lime, known for its invigoration properties, has been combined with the gentleness of Aloe Vera, which retains the skin's moisture to keep it soft. The combination of these ingredients leaves your skin feeling fresh and soft. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
7385,7386,"Beauty Soap For Glowing Skin - Jasmine & Vitamin E, Mega",Beauty & Hygiene,Bath & Hand Wash,Lux,135.0,135.0,Bathing Bars & Soaps,4.3,"New LUX Jasmine & Vitamin E soap gives moonlit glowing skin. The Lux Jasmine & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining the essence of jasmine flower with its enchanting fragrance, and with Vitamin E known to moisturise and nourish skin, this bar leaves your skin soft, smooth, and glowing. This soap for bathing, not only effectively removes dust and sweat on your skin, but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with Jasmine flower extracts. New Lux with rich, creamy lather, washes away dirt on skin’s surface to reveal happy, fresh skin after every shower. A soap suitable for whole family. Bathing soap which is good for both your face and body. Lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Jasmine & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of jasmine. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today."
7444,7445,"Gel Bathing Bar - Multi Variant (Buy 4 & Get 1 Free, 125 g each)",Beauty & Hygiene,Bath & Hand Wash,Fiama Di Wills,456.68,518.0,Bathing Bars & Soaps,4.4,"Presenting to you the Gel Bathing Bar Celebration Pack from Fiama Di Wills. You Buy 4 and Get 1 Free, this pack has all the Fiama Variants in 1 Pack which are: Double Moisture, Exotic Dreams, Clear Spring, Mild Dew & Pure Rio Splash.For Beauty tips, tricks & more visitÂ https://bigbasket.blog/"
7456,7457,Neem & Turmeric Soap Value Pack,Beauty & Hygiene,Bath & Hand Wash,Himalaya,131.2,160.0,Bathing Bars & Soaps,4.3,"Himalaya Neem & Turmeric Soap blends together all the goodness of naturally derived ingredients to keep your skin protected at all times. The oils of Neem and Turmeric, which contain antibacterial and antifungal properties, protect your skin from harsh environmental conditions. Neem is an excellent skin care ingredient. Neem Oil relieves dry skin and soothes itchiness, redness, and irritation. It also improves general skin health and immunity, combating bacterial infections such as acne, boils, and ulcers. Turmeric has strong anti-inflammatory properties, which soothe your skin gently. The herb helps to even out your skin tone and complexion. Turmeric also helps to retain the skin elasticity and makes it more supple."
7494,7495,Manana Cubana Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,325.0,325.0,Bathing Bars & Soaps,4.3,"It has a woody floral fragrance. A fragrance devoured by men and women alike. Think Cuban cigars, beautiful women and an intoxicating fragrance of rose, all combined in our bar of soap. Nyassa Manana Cubana is an active base soap. The active base is an exclusive and unique blend of six pure and natural carrier oils, essential oils and extracts that go into every nyassa handmade soap, namely aloe vera extract, grape seed extract, honey, cold pressed sweet almond oil, cold pressed wheat germ oil and Vitamin E Acetate. These ingredients work best as moisturisers, healers and soothing agents. Nyassa intoxicating manana Cubana soap contains two additional ingredients, namely, cinnamon extract and rosehip oil which help to rejuvenate and protects skin from damages."
7516,7517,Hand Made Soap - Lemongrass,Beauty & Hygiene,Bath & Hand Wash,Wild Ideas,90.0,90.0,Bathing Bars & Soaps,4.4,"Natural, Hand-Made soap that revitalizes skin, relieves muscular pain, and resists bacteria."
7617,7618,Herbal Pineapple Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.3,"Khadi Pineapple Soap helps in removing acne, skin pigmentation and clean the pores. It is the best agent for glowy and healthy skin. It cleanses the skin from within giving it a healthy glow."
7675,7676,Glycerine Soap,Beauty & Hygiene,Bath & Hand Wash,Chandrika ,265.32,402.0,Bathing Bars & Soaps,4.1,Glycerine Soap from Chandrika is an ayurvedic gel bar which has an exceptional blend of glycerine and 7 ayurvedic extracts that acts as a natural skin improver. It nourishes your skin and makes it super smooth.
7685,7686,Under the Ocean Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,325.0,325.0,Bathing Bars & Soaps,4.3,"This is a hands-down best seller !! It has a fresh aquatic fragrance that feels like a splash of clear crystal blue water on your body. Under the ocean is an active base soap from Nyassa. The active base is an exclusive and unique blend of six pure and natural carrier oils, essential oils and extracts that go into every Nyassa handmade soap, namely aloe vera extract, grape seed extract, honey, cold pressed sweet almond oil, cold pressed wheat germ oil and vitamin e acetate. These ingredients work best as moisturisers, healers and soothing agents. Nyassa's fresh, clean best selling soap contains two additional ingredients such as seaweed extracts and jojoba oil which are natural emollients and moisturisers. Seaweed extracts work effectively as a natural emollient and prevent irritations of the skin. Also known to fight premature ageing and is an effective soothing agent. Jojoba oil is proven as an effective natural moisturiser with curative and healing properties. It prevents dryness of skin, keeping it soft."
7705,7706,Gel Bathing Bar - Peach & Avocado,Beauty & Hygiene,Bath & Hand Wash,Fiama,67.0,67.0,Bathing Bars & Soaps,4.3,"Wash away the troubles of your day, with the foamy, fresh, and fun Fiama Gel Bar. And while you enjoy your Fiama bath, let its skin-conditioners work their magic to give you soft moisturised skin. So get ready to wash away a hard day, one bath at a time."
7811,7812,Argan Oil Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,365.0,365.0,Bathing Bars & Soaps,4.7,"Captivate your senses with the rich, sweet and woody fragrances and a moisturising touch of the Nyassa Argan Oil Handmade Soap. Argan oil comes from little seeds of Morocco's native Argan tree and boasts of enriching moisturising and anti-wrinkle properties. It enhances the elasticity of your skin and at the same time inhibits its ageing."
7848,7849,Lime Bath Soap - 99.9% Germ Protection,Beauty & Hygiene,Bath & Hand Wash,Cinthol,10.0,10.0,Bathing Bars & Soaps,4.3,"With Cinthol Lime Bath Soap, every bath is a fresh start. It's enhanced lime fragrance revitalizes your senses to give you a fantastic bathing experience. Cinthol Lime Bath Soap has a great citrus scent that lingers throughout the day and leaves your skin feeling fresh and rejuvenated for the entire day. With Cinthol Lime Soap, being Alive is Awesome. Explore the wide range of refreshing Cinthol bath soaps, available in 4 other variants, namely Confidence+, Cool, Deo and Original.This soap can be used twice a day for bathing purposes. It aids rejuvenation of the senses with its smooth texture and fragrance. You can lose yourself in its frothy goodness for long-lasting freshness."
7885,7886,Aeda Glycerine Bathing Bar - Clear & Soft,Beauty & Hygiene,Bath & Hand Wash,K.P. Namboodiris,35.0,35.0,Bathing Bars & Soaps,4.5,"Provides calming effect, and natural skin enhancer, benefits in wrinkle reduction and provides natural glow to skin.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
7894,7895,Bathing Soap - Ayurvedic Soap with 18 Herbs,Beauty & Hygiene,Bath & Hand Wash,Medimix,43.0,43.0,Bathing Bars & Soaps,4.3,"Medimix Bathing Bar - Ayurvedic Soap with 18 Herbs contains herbal with a 60% coconut oil base and contains no animal fat. The rich lather of Medimix Ayurvedic Bath Soap is enriched by the extracts of 18 Herbs scientifically incorporated to give protection from various skin problems.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
7905,7906,Natural Fairness Saffron Soap,Beauty & Hygiene,Bath & Hand Wash,Lever Ayush,129.0,129.0,Bathing Bars & Soaps,4.6,"Lever Ayush Natural Fairness Saffron Soap is formulated with 5000 years of Ayurvedic wisdom to give you fair and glowing skin. It contains the goodness of Saffron (Kesar) & Kumkumadi Tailam. Saffron is prescribed in Ayurveda for its brightening and healing properties. Kumkumadi Tailam is a unique blend of 14 herbs & oil formulated to cure marks, lighten skin colour & improve skin's quality. The Ayush range of products has been carefully crafted with authentic recipes and processes prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients are consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cow's ghee, Cardamom and Rock Salt have been used to formulate products that address our most worrying beauty problems.At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic Granthas, that prescribe the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to make products that use the right ingredients to make them unique and incredibly effective."
7974,7975,Nomarks - Antimarks Soap For Normal Skin,Beauty & Hygiene,Bath & Hand Wash,Bajaj,35.0,35.0,Bathing Bars & Soaps,4.4,"It contains the goodness of natural ingredients for marks free glowing skin. It contains almonds to nourish and maintain the youthful skin lustre. It also contains oats powder for refreshing, glowing skin and aloe vera to gently cleanse and moisturize."
8034,8035,Ayurveda Clear Skin Soap,Beauty & Hygiene,Bath & Hand Wash,Himalaya,119.68,160.0,Bathing Bars & Soaps,4.2,"Himalaya Ayurveda Clear Skin Soap is specially made with Kanaka Taila, a traditional ayurvedic oil which is infused with carefully selected herbs like Yashtimadhu, Priyangu, Kamala, Manjistha, Nagakesara, Rakta Chandana and Tila Taila. This unique formulation nourishes, protects and improves skin complexion, leaving it healthy and clear, naturally."
8499,8500,Oudh Golab Middle Eastern Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,475.0,475.0,Bathing Bars & Soaps,4.8,"When Lady Macbeth looked at her bloodied hands and cried that all the perfumes of Arabia could not sweeten them, perhaps even Shakespeare knew that the scent of rose and shea butter have the mythical power to wash almost anything. Nyassa Oudh Golab handmade soap offers the tender caress of rose petals and the smoothening goodness of shea butter. Rose petal extracts are known for its natural skin toning and moisturising property. It offers a soothing effect on sensitive skin. Shea butter is a natural moisturiser, and sun protectant which is high in Vitamin A and Vitamin E. The culmination of all natural ingredients makes this bath soap a natural choice for your skin care regime."
8527,8528,Go Fresh Moisture Bathing Bar Soap,Beauty & Hygiene,Bath & Hand Wash,Dove,50.0,50.0,Bathing Bars & Soaps,4.2,"Dove Fresh Moisture Beauty Bathing Bar combines the refreshing scent of cucumber and green tea with Doves gentle cleansers and 1/4 moisturizing cream. Unlike normal soap bars, which can leave skin dry and tight, Dove protects skins natural moisture for softer, smoother skin. It can be used on your hands and as a mild facial cleanser, so if youre also after a fresh face and refreshingly hydrated hands throughout the day, why not try adding Dove Beauty Bar Go Fresh Cucumber and Green Tea to your skin care routine? Light, hydrating feel and refreshing formula that effectively nourishes skin A refreshing shower can be just what you need to start the day off right. Doves Go Fresh range blends nourishing Ingredients and light, fresh scents in a formula thats gentle on your skin. Dove Go Fresh beauty bars give you a feeling of hydrating freshness that leaves you and your skin feeling blissfully revived. Dove is the No.1 Brand recommended by dermatologists in India. For best results: Your hands are one of the driest parts of your body so give them a boost of hydration and lather your Dove beauty bar between wet hands. Once youve covered your body with the rich lather, making sure to avoid contact with your eyes, rinse away thoroughly.

Features and Benefits:
• Refreshing cucumber and green tea scent revitalizes your senses
• 1/4 moisturizing cream and mild cleansers help protect skins moisture. Dove Beauty Bar doesnt dry skin like soap can
• Leaves skin softer, smoother and more glowing
• No1 Brand recommended by dermatologists
• Its not a soap - its a beauty bar
• Suitable for daily use on face, body and hands  For Beauty tips, tricks & more visitÃƒ€šÃ‚ https://bigbasket.blog/"
8754,8755,Cool Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,219.0,219.0,Bathing Bars & Soaps,4.3,"Dettol soaps contain nourishing moisturizers that also provide Dettol's trusted germ protection from a wide range of unseen germs. Dettol bar soap efficiently cleanses and protects your skin, helping you stay healthy every day. Personal hygiene plays a critical role in preventing the spread of illness and infection. Poor personal hygiene can cause infection, skin complaints, unpleasant smells and skin infections. Skin is our first line of defence from the outside world and by keeping skin clean and moisturised, the barrier function will stay intact and overall health and appearance of the skin will be improved. Reassuringly, Dettol bathing bar soaps protect from a wide range of illness-causing germs and bacteria to help you stay healthy. Protect your family from diseases like cold and flu by adding a layer of Dettol protection. Personal hygiene, healthy habits with Dettol care to minimise your risk of infection and also enhance your overall health."
8832,8833,Herbal Peach Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.5,"Khadi Natural Peach Soap is known for its moisturizing properties and makes dry skin smoother and softer.Benefits:It helps in cleaning the skin from dirt and impuritiesBeing a great source of Vitamin C, peach extracts helps to remove dark circles and blemishes.Its macronutrients also help in removing wrinkles and tightening the skin`s pores"
8833,8834,Bathing Soap - Kesar & Milk Cream,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,79.8,84.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Saffron, the age-old skin brightening ingredient has been combined with rich milk cream in this Godrej No.1 Kesar and Milk Cream soap, to give you a skin that is glowing and soft at the same time. Use it every day to experience a unique natural glow! It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
8884,8885,Soft & Fresh Bathing Bar with 98% Pure Glycerine & Mint Extracts,Beauty & Hygiene,Bath & Hand Wash,Pears,189.0,209.0,Bathing Bars & Soaps,4.3,"Does your skin crave a fresh glow in the summer months? Presenting Pears Soft & Fresh bar that combines the signature mild formula of 98% pure glycerine with the refreshing scent of mint that cools and revitalizes your senses. It’s a perfect solution to keep your skin feeling refreshed and moisturized so that you can get a Fresh Glow, even in the harsh months of summer. Pears is a traditionally crafted soap that leaves out the impurities and gives you the purest bathing bar.
Its unique formula maintains your skin’s moisture and hydration, leaving your skin feeling refreshed and glowing. It also washes away germs without being harsh on your skin. This bar is gentle enough to be used not only for the body but also as a facial cleanser and handwash. Also, try the Pears Soft & Fresh Body Wash that is pH balanced and dermatologically tested. Add the Pears Range to your beauty regime for fresh, glowing skin! Pears Soft & Fresh bar is environmentally friendly and comes in 100% recyclable cartons."
9175,9176,Moms Tulsi Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,175.5,195.0,Bathing Bars & Soaps,4.4,"Your Trusted Dettol offers a new range of Dettol Co-Created with Moms beauty bathing soaps. It is made by ingredients approved by moms and with minimal chemicals. This new range is free from parabens, harsh chemical residues, artificial dyes, and talc; it has fragrance infused with 100% natural Tulsi essence. It gives 10 times better protection than any ordinary soap and is gentle on skin. Reassuringly, Dettol protects from a wide range of illness-causing germs and bacteria to help you stay healthy."
9248,9249,Tea Tree Soap,Beauty & Hygiene,Bath & Hand Wash,Swati Khadi,150.0,150.0,Bathing Bars & Soaps,4.2,"Our tea tree soap is perfect for problem, oily or teenage skin. Because of its anti-bacterial and antiseptic benefits, it actively gets rid of dirt, dead skin cells and even eliminates the bacteria that develop acne. It leaves the skin feeling cleansed and refreshed."
9441,9442,Soap - Coconut & Olive Oil,Beauty & Hygiene,Bath & Hand Wash,Rexona,112.0,112.0,Bathing Bars & Soaps,4.3,"Get promising soft skin with this bathing bar from Rexona. Enriched with the goodness of 100% naturally sourced coconut and olive oil, this soap bar offers you an enchanting bathing experience like never before. This soap reaches the deepest skin cells and hydrates it, leaving the skin so soft and supple that not only will you fall in love with it, but even your husband will find excuses to pamper you again and again. With a refreshing scent, this soap bar rejuvenates you after every bath and keeps you clean for hours."
9614,9615,Lavender Try Me Personal Care Gift Set,Beauty & Hygiene,Bath & Hand Wash,Soulflower,850.0,1000.0,Bathing Bars & Soaps,5.0,"Gift yourself or your loved ones Soulflower Lavender Try Me Bath set. Soulflower bath & body products provide you with your very own spa at home. The products range in our gift set are formulated by combining precious essential oils with the blend of natural and organic ingredients. The idea behind the whole creation is to provide you and your dear ones the natural and vegan skin care products which are healthy, regenerating and maintain body and skin balance.Lavender is one of the most well-known, versatile, and extensively used essential oils in the world. When we use lavender essential oil, we receive the blessings of the feminine, because lavender could be described as an angel of healing from the floral realm and an expression of the earth's compassion. Lavender oil is one of the safest of all essential oils. It is a highly sattvic oil, meaning that it purifies aggravated emotional states and helps bring mental peace. Lavender oil is also an effective ingredient when it comes to enhancing the depth of hair follicles."
9823,9824,Fruity Soap Enriched with Narural Lime Extract,Beauty & Hygiene,Bath & Hand Wash,Harmony,22.0,22.0,Bathing Bars & Soaps,4.6,"For Beauty tips, tricks & more visit https://bigbasket.blog/"
10038,10039,Bathing Soap - Sandal & Almond Milk,Beauty & Hygiene,Bath & Hand Wash,Santoor,175.97,208.0,Bathing Bars & Soaps,4.4,Deep acting ingredients of Sandal and Almond Milk soften and moisturize your skin making it look younger. The new variant Moisturized Soft Skin provides a whole new bathing experience. A new lingering fragrance enhances the entire experience.
10057,10058,Lemon Fresh Germ Protection Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,28.0,28.0,Bathing Bars & Soaps,4.3,"Did you know that your sweat contains germs that can cause skin irritation, heat rashes and embarrassing body odour? Lifebuoy Lemon Fresh bar soap is the perfect solution to fight this body odour causing germs. The refreshing burst of lemons helps you stay fresh throughout the day, protecting you from sweat germs. Also, its powerful formula gives 100% stronger protection from infection-causing stronger germs*. The powerful Activ Silver formula is a strong germ protection formula that, penetrates the walls of germs to completely destroy them from within. Time to protect yourself and your family with Lifebuoy, the world’s number 1 selling germ protection soap. Lifebuoy is approved by the Royal Society for Public Health, London for its hygiene education efforts with respect to handwashing with soap as a disease-prevention measure. Lifebuoy supports the Swachh Bharat Abhiyan through the Hindustan Unilever initiative of Swachh Aadat, Swachh Bharat Use other products from Lifebuoy to keep your family protected from infection-causing germs. Lifebuoy soaps are also available in Lemon Fresh, Care & Nature variant.*as per lab test on indicator organism as compared to soap bar without actives."
